block_id	tok	surface	lemma	rank	known
0028	19	մուռ	մուռ		
0028	20	մրցել	մրցել		
0028	21	մ	մ		
0028	22	ռ	ռ		
0028	23	ցել	ցել		
0028	24	հարբել	հարբել		
0028	25	հա	հա	305	y
0028	26	ռ	ռ		
0028	27	բել	բել		
0028	28	վերնագիր	վերնագիր		
0028	29	վե	վե		
0028	30	ռ	ռ		
0028	31	նագիր	նագիր		
0028	32	Ա	ա		
0028	33	ռ	ռ		
0028	34	մեն	մեն		
0028	35	Ա	ա		
0028	36	ռ	ռ		
0028	37	ման	ման	655	y
0028	38	Սա	սա	81	y
0028	39	ոչ_միայն	ոչ_միայն	489	
0028	40	ռուսախոսների	ռուսախոս		
0028	41	շրջանակում	շրջանակել		
0028	42	է	լինել	1	y
0028	43	տարածված	տարածված	415	y
0028	44	այլև	այլև	428	y
0028	45	հայկական	հայկական	162	y
0028	46	կրթություն	կրթություն	153	y
0028	47	ունեցողների	ունեցող		
0028	48	նույնիսկ	նույնիսկ	401	y
0028	49	հայերենի	հայերեն	28	y
0028	50	մասնագետների	մասնագետ	951	y
0028	51	Փոխառյալ	փոխառյալ	1253	
0028	52	բառերում	բառերել		
0028	53	նույնպես	նույնպես	571	y
0028	54	շատ	շատ	17	y
0028	55	հաճախ	հաճախ	84	y
0028	56	ռ	ռ		
0028	57	է	լինել	1	y
0028	58	հնչվում	հնչվել		
0028	59	ինչպես	ինչպես	11	y
0028	60	օպե	օպե		
0028	61	ռ	ռ		
0028	62	ա	ա		
0028	63	դ	դ		
0028	64	ռ	ռ		
0028	65	ամա	ամա		
0028	66	սպո	սպո		
0028	67	ռ	ռ		
0028	68	տ	տ		
0028	69	էնե	էնե		
0028	70	ռ	ռ		
0028	71	գիա	գիա		
0028	72	և	և		
0028	73	այլն	այլ	9	y
0028	74	Խոսակցական	խոսակցական	21	y
0028	75	լեզվում	լեզվել	54	
0028	76	երբեմն	երբեմն	114	y
0028	77	ռ	ռ		
0028	78	ն	ն		
0028	79	է	լինել	1	y
0028	80	հնչվում	հնչվել		
0028	81	ր	ր		
0028	82	ինչպես	ինչպես	11	y
0028	83	պառկել	պառկել		
0028	84	պա	պա		
0028	85	ր	ր		
0028	86	կել	կալ		
0029	0	Երևանի	երևան	39	y
0029	1	լեզվին	լեզվ	13	
0029	2	հատուկ	հատուկ	265	y
0029	3	է	լինել	1	y
0029	4	նաև	նաև	31	y
0029	5	ղ	ղ		
0029	6	բաղաձայնի	բաղաձայն	554	y
0029	7	անկումը	անկում	703	y
0029	8	ինչպես	ինչպես	11	y
0029	9	էս	էս	286	
0029	10	կոմ	կոմ		
0029	11	արի	արի	357	y
0029	12	էն	էն	743	y
0029	13	կոմով	կոմ		
0029	14	բեր	բեր	895	y
0029	15	թո	թո		
0029	16	նստի	նստ		
0029	17	ըստե	ըստե		
0029	18	մի	մի	4	y
0029	19	տե	տե	619	
0029	20	պահի	պահ	425	y
0029	21	ըտե	ըտե		
0029	22	ընդե	ընդե		
0029	23	և	և		
0029	24	այլն	այլ	9	y
0030	0	Բաղաձայնների	բաղաձայն	554	y
0030	1	անկման	անկման		
0030	2	երևույթներ	երևույթ	147	y
0030	3	կարող	կարող	46	y
0030	4	են	լինել	1	y
0030	5	երևան	երևան	39	y
0030	6	գալ	գալ	15	y
0030	7	բառավերջում	բառավերջել		
0030	8	ինչպես	ինչպես	11	y
0030	9	լ	լ		
0030	10	և	և		
0030	11	ս	ս		
0030	12	բաղաձայնների	բաղաձայն	554	y
0030	13	անկումը	անկում	703	y
0030	14	չեմ	լինել	1	y
0030	15	գալի	գալ	15	y
0030	16	չես	լինել	1	y
0030	17	բերե	բերե		
0030	18	չի	լինել	1	y
0030	19	տվե	տվե		
0030	20	չի	լինել	1	y
0030	21	ասե	ասե		
0030	22	չի	լինել	1	y
0030	23	տալի	տալ	24	y
0030	24	որտից	որտ		
0030	25	ես	լինել	1	y
0030	26	ճարե	ճարե		
0030	27	բան	բան	75	y
0030	28	ա	ա		
0030	29	պատահե	պատահե		
0030	30	և	և		
0030	31	այլն	այլ	9	y
0030	32	Այս	այս	12	y
0030	33	երևույթը	երևույթ	147	y
0030	34	գրական	գրական	69	y
0030	35	նորմի	նորմ	942	y
0030	36	տեսանկյունից	տեսանկյուն		
0030	37	ընդունելի	ընդունելի	1244	
0030	38	չէ	չէ	16	y
0030	39	և	և		
0030	40	հատուկ	հատուկ	265	y
0030	41	է	լինել	1	y
0030	42	միայն	միայն	164	y
0030	43	ժողովրդախոսակցական	ժողովրդախոսակցական	471	y
0030	44	լեզվին	լեզվ	13	
0030	45	Լ	լ		
0030	46	բաղաձայնի	բաղաձայն	554	y
0030	47	անկումով	անկում	703	y
0030	48	է	լինել	1	y
0030	49	արտասանվում	արտասանվել	1124	
0030	50	փայփլել	փայփլել		
0030	51	բառը	բառ	72	y
0031	0	Ս	ս		
0031	1	բաղաձայնի	բաղաձայն	554	y
0031	2	հավելումով	հավելում	1269	
0031	3	է	լինել	1	y
0031	4	արտասանվում	արտասանվել	1124	
0031	5	երկուս	երկու	62	y
0031	6	բառը	բառ	72	y
0031	7	պետք	պետք	34	y
0031	8	է	լինել	1	y
0031	9	հիշել	հիշել	575	y
0031	10	որ	որ	2	y
0031	11	ոչ	ոչ	19	y
0031	12	թե	թե	26	y
0031	13	երկուս	երկու	62	y
0031	14	այլ	այլ	9	y
0031	15	երկու	երկու	62	y
0032	0	Ս	ս		
0032	1	բաղաձայնը	բաղաձայն	554	y
0032	2	հիսուն	հիսուն	1325	
0032	3	բառում	բառել		
0032	4	վաթսուն	վաթսուն		
0032	5	վացուն	վացուն		
0032	6	ի	ի		
0032	7	համաբանությամբ	համաբանություն		
0032	8	արտասանվում	արտասանվել	1124	
0032	9	է	լինել	1	y
0032	10	ց	ց		
0032	11	հիցուն	հիցուն		
0033	0	Նկատելի	նկատել	399	y
0033	1	է	լինել	1	y
0033	2	բառավերջի	բառավերջ		
0033	3	ս	ս		
0033	4	ի	ի		
0033	5	ձայնեղացում	ձայնեղացել		
0033	6	հատկապես	հատկապես	251	y
0033	7	փոխառյալ	փոխառյալ	1253	
0033	8	բառերում	բառերել		
0033	9	ինչպես	ինչպես	11	y
0033	10	ֆոկուս	ֆոկուս		
0033	11	ֆոկու	ֆոկու		
0033	12	զ	զ		
0033	13	սոուս	սոուս		
0033	14	սոու	սոու		
0033	15	զ	զ		
0033	16	Թիֆլիս	թիֆլիս		
0033	17	Թիֆլի	թիֆլ		
0033	18	զ	զ		
0033	19	գլոբուս	գլոբուս		
0033	20	գլոբու	գլոբու		
0033	21	զ	զ		
0033	22	ավտոբուս	ավտոբուս		
0033	23	ավտոբու	ավտոբու		
0033	24	զ	զ		
0033	25	և	և		
0033	26	այլն	այլ	9	y
0034	0	Ն	ն		
0034	1	բաղաձայնի	բաղաձայն	554	y
0034	2	անկումով	անկում	703	y
0034	3	են	լինել	1	y
0034	4	արտասանում	արտասանել		
0034	5	հետևյալ	հետևյալ	470	y
0034	6	բառերը	բառեր	33	
0034	7	առաջի	առաջ	79	y
0034	8	վերջի	վերջ	993	y
0034	9	ինչպես	ինչպես	11	y
0034	10	Առաջի	առաջ	79	y
0034	11	անգամ	անգամ	194	y
0034	12	եմ	լինել	1	y
0034	13	տեսնում	տեսնել	73	y
0034	14	ըսենց	ըսենց		
0034	15	բան	բան	75	y
0034	16	Վերջի	վերջ	993	y
0034	17	անգամ	անգամ	194	y
0034	18	իրենց	իրենց	86	y
0034	19	տանն	տանն		
0034	20	եմ	լինել	1	y
0034	21	տեսել	տեսել	422	
0034	22	կամ	կամ	25	y
0034	23	համատարած	համատարած		
0034	24	սխալ	սխալ	121	y
0034	25	է	լինել	1	y
0034	26	պատճե	պատճե		
0034	27	բառը	բառ	72	y
0034	28	և	և		
0034	29	այլն	այլ	9	y
0035	0	Բայց	բայց	38	y
0035	1	ահա	ահա	391	y
0035	2	որոշ	որոշ	165	y
0035	3	բառեր	բառեր	33	
0035	4	էլ	էլ	18	y
0035	5	արտասանվում	արտասանվել	1124	
0035	6	են	լինել	1	y
0035	7	ն	ն		
0035	8	բաղաձայնի	բաղաձայն	554	y
0035	9	հավելումով	հավելում	1269	
0035	10	ինչը	ինչ	7	y
0035	11	ընդունելի	ընդունելի	1244	
0035	12	չէ	չէ	16	y
0035	13	ինչպես	ինչպես	11	y
0035	14	ավելնորդ	ավելնորդ		
0035	15	կանանչ	կանանչ		
0035	16	կանանցի	կանանց	990	
0035	17	մանրունք	մանրունք		
0035	18	ճանանչել	ճանանչել		
0035	19	ամանչել	ամանչել		
0035	20	անձեռնոցիկ	անձեռնոցիկ		
0035	21	արտասունք	արտասունք		
0035	22	մանրունք	մանրունք		
0035	23	ընձեռնել	ընձեռնել		
0035	24	մարմանջ	մարմանջ		
0035	25	և	և		
0035	26	այլն	այլ	9	y
0036	0	Հայտնի	հայտնի	298	y
0036	1	է	լինել	1	y
0036	2	որ	որ	2	y
0036	3	ե	ե		
0036	4	և	և		
0036	5	ո	ո		
0036	6	տառերը	տառեր		
0036	7	բառամիջում	բառամիջել		
0036	8	բաղաձայնից	բաղաձայն	554	y
0036	9	հետո	հետո	124	y
0036	10	է	լինել	1	y
0036	11	և	և		
0036	12	օ	օ		
0036	13	պետք	պետք	34	y
0036	14	է	լինել	1	y
0036	15	արտասանվեն	արտասանվեն		
0036	16	սակայն	սակայն	133	y
0036	17	խոսակցական	խոսակցական	21	y
0036	18	լեզվում	լեզվել	54	
0036	19	դրանք	դրանք	141	y
0036	20	սխալ	սխալ	121	y
0036	21	են	լինել	1	y
0036	22	արտասանվում	արտասանվել	1124	
0036	23	ինչպես	ինչպես	11	y
0036	24	անելանելի	անելանել		
0036	25	քսաներկու	քսաներկու		
0036	26	անորոշ	անորոշ		
0036	27	անողնաշար	անողնաշար		
0036	28	անորակ	անորակ		
0036	29	բարորակ	բարորակ		
0036	30	չարորակ	չարորակ		
0036	31	և	և		
0036	32	այլն	այլ	9	y
0037	0	Ազատ	ազատ	421	y
0037	1	անկաշկանդ	անկաշկանդ	1146	y
0037	2	խոսքում	խոսքել	241	
0037	3	շատ	շատ	17	y
0037	4	են	լինել	1	y
0037	5	հնչյունների	հնչյուն	496	y
0037	6	առնմանության	առնմանություն		
0037	7	տարնմանության	տարնմանություն		
0037	8	դեպքերը	դեպքեր		
0037	9	հնչյունների	հնչյուն	496	y
0037	10	համընկման	համընկման		
0037	11	հնարավորությունները	հնարավորություններ		
0037	12	Տեղի	տեղի	427	y
0037	13	է	լինել	1	y
0037	14	ունենում	ունենալ	6	y
0037	15	հնչյունների	հնչյուն	496	y
0037	16	տարնմանում	տարնմանել		
0037	17	ըստ	ըստ	102	y
0037	18	արտաբերման	արտաբերման		
0037	19	տեղի	տեղի	427	y
0037	20	ինչպես	ինչպես	11	y
0037	21	անփոփում	անփոփել		
0037	22	անբիոն	անբիոն		
0037	23	անբարիշտ	անբարիշտ		
0037	24	Սնբատ	սնբատ		
0037	25	շանփուր	շանփուր		
0037	26	ապստանբ	ապստանբ		
0037	27	անբաստանյալ	անբաստանյալ		
0037	28	ամպայման	ամպայման		
0037	29	ամմիջապես	ամմիջապես		
0038	0	Շատ	շատ	17	y
0038	1	մարդիկ	մարդիկ	230	
0038	2	երբեմն	երբեմն	114	y
0038	3	անհասականալի	անհասականալ		
0038	4	պատճառներով	պատճառ	440	y
0038	5	սխալ	սխալ	121	y
0038	6	են	լինել	1	y
0038	7	արտասանում	արտասանել		
0038	8	մի_շարք	մի_շարք	492	
0038	9	բառեր	բառեր	33	
0038	10	ն	ն		
0038	11	ի	ի		
0038	12	փոխարեն	փոխարեն	203	y
0038	13	մ	մ		
0038	14	հնչյունը	հնչյուն	496	y
0038	15	գործածելով	գործածել	431	y
0038	16	ինչպես	ինչպես	11	y
0038	17	կոկոմ	կոկոմ		
0038	18	ինչքամ	ինչքամ		
0039	0	Մ	մ		
0039	1	բաղաձայնի	բաղաձայն	554	y
0039	2	հավելում	հավելում	1269	
0039	3	կա	կա	109	y
0039	4	իրավմամբ	իրավմամբ		
0039	5	բառում	բառել		
0040	0	Հ	հ		
0040	1	հնչյունի	հնչյուն	496	y
0040	2	հավելումով	հավելում	1269	
0040	3	են	լինել	1	y
0040	4	արտասանում	արտասանել		
0040	5	ելնել	ելնել	540	y
0040	6	ելա	ելա		
0040	7	բառերը	բառեր	33	
0040	8	ինչպես	ինչպես	11	y
0040	9	հելնել	հելնել		
0040	10	հելա	հելա		
0040	11	հ	հ		
0040	12	ի	ի		
0040	13	անկումով	անկում	703	y
0040	14	նախագա	նախագա		
0040	15	հաշվապա	հաշվապա		
0040	16	հերթապա	հերթապա		
0041	0	Յ	յ		
0041	1	բաղաձայնի	բաղաձայն	554	y
0041	2	հավելում	հավելում	1269	
0041	3	կա	կա	109	y
0041	4	գ	գ		
0041	5	յ	յ		
0041	6	ազար	ազար		
0041	7	սյուն	սյուն	1092	y
0041	8	յ	յ		
0041	9	ակ	ակ	604	
0041	10	հորեղբո	հորեղբո		
0041	11	յ	յ		
0041	12	ր	ր		
0041	13	բառերում	բառերել		
0041	14	Դրափոխության	դրափոխություն		
0041	15	հետևանքով	հետևանք	546	y
0041	16	երբեմն	երբեմն	114	y
0041	17	յ	յ		
0041	18	բաղաձայնը	բաղաձայն	554	y
0041	19	հայտնվում	հայտնվել		
0041	20	է	լինել	1	y
0041	21	ոչ	ոչ	19	y
0041	22	իր	իր	20	y
0041	23	տեղում	տեղել	1407	
0041	24	ինչպես	ինչպես	11	y
0041	25	աղուսյակ	աղուսյակ		
0041	26	սույնակ	սույնակ		
0041	27	և	և		
0041	28	այլն	այլ	9	y
0042	0	Ույժ	ույժ		
0042	1	ույշ	ույշ		
0042	2	ույծ	ույծ		
0042	3	հնչյունակապակցություն	հնչյունակապակցություն		
0042	4	ունեցող	ունենալ	6	y
0042	5	բառերում	բառերել		
0042	6	առկա	առկա	1257	
0042	7	է	լինել	1	y
0042	8	յ	յ		
0042	9	ի	ի		
0042	10	անկում	անկում	703	y
0042	11	ինչպես	ինչպես	11	y
0042	12	ակնաբուժ	ակնաբուժ		
0042	13	զգուշ	զգուշ		
0042	14	տուժ	տուժ		
0042	15	մեղվաբուծ	մեղվաբուծ		
0042	16	Այս	այս	12	y
0042	17	երևույթը	երևույթ	147	y
0042	18	նույնպես	նույնպես	571	y
0042	19	բանավոր	բանավոր	227	y
0042	20	լեզվում	լեզվել	54	
0042	21	լայն	լայն	317	y
0042	22	տարածում	տարածել	795	y
0042	23	ունի	ունենալ	6	y
0042	24	Առանց	առանց	214	y
0042	25	յ	յ		
0042	26	ի	ի		
0042	27	արտասանությունն	արտասանություն	1270	
0042	28	այնքան	այնքան	260	y
0042	29	է	լինել	1	y
0042	30	արմատացել	արմատացել		
0042	31	որ	որ	2	y
0042	32	արդեն	արդեն	149	y
0042	33	պետական	պետական	269	y
0042	34	հիմնարկություններում	հիմնարկություններել		
0042	35	են	լինել	1	y
0042	36	այդպես	այդպես	283	y
0042	37	գրում	գրել	8	y
0042	38	ատամնաբուժ	ատամնաբուժ		
0042	39	մանկաբուժ	մանկաբուժ		
0042	40	և	և		
0042	41	այլն	այլ	9	y
0043	0	Շատ	շատ	17	y
0043	1	տարածված	տարածված	415	y
0043	2	է	լինել	1	y
0043	3	նաև	նաև	31	y
0043	4	ույ	ույ		
0043	5	երկհնչյունի	երկհնչյուն		
0043	6	պարզեցված	պարզեցված		
0043	7	արտասանությունը	արտասանություն	1270	
0043	8	հետևյալ	հետևյալ	470	y
0043	9	բառերում	բառերել		
0043	10	արուն	արու		
0043	11	ձուն	ձու		
0043	12	սառուց	սառուց		
0043	13	ալուր	ալուր		
0043	14	կապուտ	կապուտ		
0043	15	լուս	լու	1231	
0043	16	և	և		
0043	17	այլն	այլ	9	y
0044	0	և	և		
0044	1	հակառակ	հակառակ	406	y
0044	2	երևույթը	երևույթ	147	y
0044	3	կա	կա	109	y
0044	4	երբ	երբ	36	y
0044	5	պետք	պետք	34	y
0044	6	է	լինել	1	y
0044	7	ույ	ույ		
0044	8	երկհնչյունը	երկհնչյուն		
0044	9	վերածվի	վերածվ		
0044	10	ու	ու	3	y
0044	11	պարզ	պարզ	362	y
0044	12	ձայնավորի	ձայնավոր	497	y
0044	13	կանոնի	կանոն	846	y
0044	14	համաձայն	համաձայն	999	y
0044	15	սխալմամբ	սխալմամբ		
0044	16	արտասանվում	արտասանվել	1124	
0044	17	է	լինել	1	y
0044	18	ույ	ույ		
0044	19	ինչպես	ինչպես	11	y
0044	20	գույնավոր	գույնավոր		
0044	21	զույգընկեր	զույգընկեր		
0044	22	թույլանալ	թույլանալ		
0044	23	ծույլանալ	ծույլանալ		
0044	24	կույրանալ	կույրանալ		
0044	25	համբույրել	համբույրել		
0044	26	մշակույթային	մշակույթայ		
0044	27	և	և		
0044	28	այլն	այլ	9	y
0045	0	Թեքված	թեքվել		
0045	1	ձևերում	ձևերել		
0045	2	վ	վ		
0045	3	հնչյունը	հնչյուն	496	y
0045	4	առանձին	առանձին	308	y
0045	5	դեպքերում	դեպքերել	1032	
0045	6	արտասանվում	արտասանվել	1124	
0045	7	է	լինել	1	y
0045	8	ֆ	ֆ		
0045	9	հաքաֆ	հաքաֆ		
0045	10	էկաֆ	էկաֆ		
0045	11	բէրէլօֆ	բէրէլօֆ		
0045	12	աֆտօյօֆ	աֆտօյօֆ		
0046	0	Երբեմն	երբեմն	114	y
0046	1	անտեղի	անտեղ		
0046	2	քմայնացվում	քմայնացվել		
0046	3	է	լինել	1	y
0046	4	դասական	դասական		
0046	5	թվականի	թվական	258	y
0046	6	երորդ	երորդ		
0046	7	վերջածանցին	վերջածանց		
0046	8	նախորդող	նախորդող		
0046	9	թ	թ		
0046	10	հնչյունը	հնչյուն	496	y
0046	11	և	և		
0046	12	լսվում	լսվել		
0046	13	է	լինել	1	y
0046	14	ց	ց		
0046	15	ինչպես	ինչպես	11	y
0046	16	յո	յո		
0046	17	ց	ց		
0046	18	երորդ	երորդ		
0046	19	ու	ու	3	y
0046	20	ց	ց		
0046	21	երորդ	երորդ		
0047	0	Երևանի	երևան	39	y
0047	1	խոսակցական	խոսակցական	21	y
0047	2	լեզվին	լեզվ	13	
0047	3	հատուկ	հատուկ	265	y
0047	4	են	լինել	1	y
0047	5	նաև	նաև	31	y
0047	6	բաղաձայնների	բաղաձայն	554	y
0047	7	արտասանական	արտասանական	1275	
0047	8	որոշ	որոշ	165	y
0047	9	տեղաշարժերը	տեղաշարժեր		
0047	10	հատկապես	հատկապես	251	y
0047	11	առանձին	առանձին	308	y
0047	12	բարբառների	բարբառ	285	y
0047	13	և	և		
0047	14	խոսվածքների	խոսվածք		
0047	15	ազդեցության	ազդեցություն	802	y
0047	16	հետևանքով	հետևանք	546	y
0047	17	սրանք	սրանք	784	y
0047	18	հիմնականում	հիմնականում	240	y
0047	19	անհատական	անհատական	866	y
0047	20	բնույթ	բնույթ	430	y
0047	21	ունեն	ունենալ	6	y
0047	22	ինչպես	ինչպես	11	y
0047	23	ընկեր	ընկեր	206	y
0047	24	ընգեր	ընգեր		
0047	25	ընկնել	ընկնել	113	y
0047	26	ընգնել	ընգնել		
0047	27	հանկարծ	հանկարծ	924	y
0047	28	հանգարծ	հանգարծ		
0047	29	գդալ	գդալ		y
0047	30	քթալ	քթալ		
0047	31	գտնել	գտնել	316	y
0047	32	քթնել	քթնել		
0047	33	գցել	գցել	1114	y
0047	34	քցել	քցել		
0047	35	խրտվիլակ	խրտվիլակ		
0047	36	խրթվիլակ	խրթվիլակ		
0047	37	երեկ	երեկ	408	y
0047	38	էրեգ	էրեգ		
0047	39	իրիկուն	իրիկուն		
0047	40	իրիգուն	իրիգուն		
0047	41	կիպ	կիպ		
0047	42	քիփ	քիփ		
0047	43	փտել	փտել		
0047	44	փթել	փթել		
0047	45	սուտ	սուտ	975	y
0047	46	սութ	սութ		
0047	47	սպանախ	սպանախ		
0047	48	սպանաղ	սպանաղ		
0047	49	վարկաբեկել	վարկաբեկել		
0047	50	վարքաբեկել	վարքաբեկել		
0047	51	ախորժակ	ախորժակ	757	y
0047	52	ախոռժակ	ախոռժակ		
0047	53	լրիվ	լրիվ		
0047	54	լռիվ	լռիվ		
0047	55	ճանճ	ճանճ		
0047	56	ճանջ	ճանջ		
0047	57	ծունկ	ծունկ		y
0047	58	ծունգ	ծունգ		
0047	59	և	և		
0047	60	այլն	այլ	9	y
0048	0	Շատ	շատ	17	y
0048	1	տարածված	տարածված	415	y
0048	2	է	լինել	1	y
0048	3	հնչյունների	հնչյուն	496	y
0048	4	դրափոխությունը	դրափոխություն		
0048	5	ինչպես	ինչպես	11	y
0048	6	համբյուր	համբյուր		
0048	7	ձույն	ձույն		
0048	8	հույր	հույր		
0048	9	մույս	մույս		
0048	10	ինքնուրյուն	ինքնուրյուն		
0048	11	ողջյուն	ողջյուն		
0048	12	հույթ	հույթ		
0048	13	զոնքաչ	զոնքաչ		
0048	14	բախշել	բախշել		
0048	15	սիպտակ	սիպտակ		
0048	16	բալանի	բալան		
0048	17	ալանի	ալանի		
0048	18	ցելաֆոն	ցելաֆոն		
0048	19	և	և		
0048	20	այլն	այլ	9	y
0049	0	Խոսքի	խոսք	30	y
0049	1	արագ	արագ	460	y
0049	2	արտաբերման	արտաբերման		
0049	3	ընթացքում	ընթացքում	326	y
0049	4	հնչյուններից	հնչյուն	496	y
0049	5	բացի	բացի	735	y
0049	6	կարող	կարող	46	y
0049	7	են	լինել	1	y
0049	8	սղվել	սղվել		
0049	9	նաև	նաև	31	y
0049	10	վանկեր	վանկեր		
0049	11	ինչպես	ինչպես	11	y
0049	12	խօրթավոր	խօրթավոր		
0049	13	խօրթակցել	խօրթակցել		
0049	14	շնորկալցյուն	շնորկալցյուն		
0049	15	և	և		
0049	16	այլն	այլ	9	y
0049	17	Երբեմն	երբեմն	114	y
0049	18	էլ	էլ	18	y
0049	19	հնչյունական	հնչյունական	932	y
0049	20	սղումները	սղումներ		
0049	21	կարող	կարող	46	y
0049	22	են	լինել	1	y
0049	23	այն	այն	22	y
0049	24	աստիճանի	աստիճան	683	y
0049	25	հասնել	հասնել	548	y
0049	26	որ	որ	2	y
0049	27	բառից	բառ	72	y
0049	28	մնա	մնա	1043	
0049	29	մի	մի	4	y
0049	30	փոքր	փոքր	145	y
0049	31	մաս	մաս	208	y
0049	32	ինչպես	ինչպես	11	y
0049	33	որովհետև	որովհետև	378	y
0049	34	որտև	որտև		
0049	35	մորաքույր	մորաքույր		
0049	36	մոք	մոք		
0049	37	հորաքույր	հորաքույր		
0049	38	հոք	հոք		
0049	39	անձնանուններում	անձնանուններել		
0049	40	Վարդան	վարդան		
0049	41	Վրթո	վրթո		
0049	42	Գառնիկ	գառնիկ		
0049	43	Գռնո	գռնո		
0049	44	Բաղդասար	բաղդասար		
0049	45	Բղդո	բղդո		
0049	46	և	և		
0049	47	այլն	այլ	9	y
0049	48	այսպիսի_դեպքերում	այսպիսի_դեպքերում		
0049	49	մեծ	մեծ	49	y
0049	50	մասամբ	մասամբ	852	y
0049	51	սղվում	սղվել		
0049	52	են	լինել	1	y
0049	53	ձայնավորները	ձայնավորներ		
0050	0	Պետք	պետք	34	y
0050	1	է	լինել	1	y
0050	2	խոսել	խոսել	55	y
0050	3	նաև	նաև	31	y
0050	4	ռուսերենից	ռուսերեն	220	y
0050	5	հայերենին	հայերեն	28	y
0050	6	անցած	անցած	1245	
0050	7	բառերի	բառեր	33	
0050	8	ռուսերենի	ռուսերեն	220	y
0050	9	նմանությամբ	նմանություն		
0050	10	արտաբերելու	արտաբերել		
0050	11	սովորության	սովորություն		
0050	12	մասին	մասին	92	y
0050	13	ինչպես	ինչպես	11	y
0050	14	Մոսկվա	մոսկվա	1210	
0050	15	Մասկվա	մասկվա		
0050	16	կոնֆետ	կոնֆետ		
0050	17	կանֆետ	կանֆետ		
0050	18	շոկոլադ	շոկոլադ		
0050	19	շակալադ	շակալադ		
0050	20	քսեռոքս	քսեռոքս		
0050	21	քսեռըքս	քսեռըքս		
0050	22	տորթ	տորթ		
0050	23	տոռծիկ	տոռծիկ		
0050	24	կոմպոզիտոր	կոմպոզիտոր		
0050	25	կամպազիտըր	կամպազիտըր		
0050	26	պոլիկլինիկա	պոլիկլինիկա		
0050	27	պալիկլինիկա	պալիկլինիկա		
0050	28	այդպես	այդպես	283	y
0050	29	նաև	նաև	31	y
0050	30	ծիտան	ծիտան		
0050	31	պոլիծեխնիկ	պոլիծեխնիկ		
0050	32	կոլեկծիվ	կոլեկծիվ		
0050	33	պրակծիկա	պրակծիկա		
0050	34	ֆակուլծետ	ֆակուլծետ		
0050	35	մեձիա	մեձիա		
0050	36	ռաձիո	ռաձիո		
0050	37	ձիպլոմ	ձիպլոմ		
0050	38	ակաձեմիա	ակաձեմիա		
0050	39	Ձինամո	ձինամո		
0050	40	Ավելին	ավել		
0050	41	այս	այս	12	y
0050	42	սկզբունքը	սկզբունք	1033	y
0050	43	հետևողականորեն	հետևողականորեն		
0050	44	կիրառվում	կիրառվել	307	y
0050	45	է	լինել	1	y
0050	46	նաև	նաև	31	y
0050	47	մեծ	մեծ	49	y
0050	48	թվով	թվ	931	
0050	49	հայերեն	հայերեն	28	y
0050	50	բառերի	բառեր	33	
0050	51	նկատմամբ	նկատմամբ	295	y
0050	52	այսինքն	այսինքն	253	y
0050	53	ոչ_միայն	ոչ_միայն	489	
0050	54	սանծիմետր	սանծիմետր		
0050	55	և	և		
0050	56	պոլիծիկա	պոլիծիկա		
0050	57	այլև	այլև	428	y
0050	58	ճարահածյալ	ճարահածյալ		
0050	59	ածյան	ածյան		
0050	60	պածյան	պածյան		
0050	61	մածյան	մածյան		
0050	62	առավոծյան	առավոծյան		
0050	63	արևմծյան	արևմծյան		
0050	64	Արարածյան	արարածյան		
0050	65	և	և		
0050	66	այլն	այլ	9	y
0050	67	ոչ_միայն	ոչ_միայն	489	
0050	68	Վլաձիկ	վլաձիկ		
0050	69	Վալոձյա	վալոձյա		
0050	70	Ձիանա	ձիանա		
0050	71	Էձիկ	էձիկ		
0050	72	կամ	կամ	25	y
0050	73	Արծյոմ	արծյոմ		
0050	74	այլև	այլև	428	y
0050	75	Ծիգրան	ծիգրան		
0050	76	Բագրածյան	բագրածյան		
0050	77	Բրուծյան	բրուծյան		
0050	78	Գալսծյան	գալսծյան		
0050	79	Լենինգրաձյան	լենինգրաձյան		
0050	80	Բայաձյան	բայաձյան		
0051	0	Բանավոր	բանավոր	227	y
0051	1	խոսքի	խոսք	30	y
0051	2	մեջ	մեջ	23	y
0051	3	մի	մի	4	y
0051	4	քանի	քանի	45	y
0051	5	այլ	այլ	9	y
0051	6	նմանատիպ	նմանատիպ	940	y
0051	7	շեղումներ	շեղում	1434	
0051	8	էլ	էլ	18	y
0051	9	կան	կան	136	y
0051	10	Կարելի	կարելի	196	y
0051	11	է	լինել	1	y
0051	12	առանձնացնել	առանձնացնել		
0051	13	բառերի	բառեր	33	
0051	14	մի	մի	4	y
0051	15	փոքր	փոքր	145	y
0051	16	խումբ	խումբ	473	y
0051	17	որտեղ	որտեղ	88	y
0051	18	ց	ց		
0051	19	ն	ն		
0051	20	բռնում	բռնել	475	y
0051	21	է	լինել	1	y
0051	22	դ	դ		
0051	23	ի	ի		
0051	24	տեղը	տեղ	110	y
0051	25	արցյունք	արցյունք		
0051	26	արցյոք	արցյոք		
0051	27	բրցյա	բրցյա		
0051	28	Ավելի	ավելի	47	y
0051	29	հաճախադեպ	հաճախադեպ		
0051	30	է	լինել	1	y
0051	31	թ	թ		
0051	32	ի	ի		
0051	33	փոխարինումը	փոխարինում		
0051	34	ց	ց		
0051	35	ով	ով	63	y
0051	36	ություն	ություն	770	
0051	37	վերջավորության	վերջավորություն		
